transaction_id,payment_method,device_type,city_tier,network_type,hour_of_day,amount,amount_bucket,past_failed_attempts,success
TXN_010381,Card,Android,Tier 3,4G,2,716.79,med,4,1
TXN_010382,Card,Android,Tier 2,Wifi,16,273.43,low,0,1
TXN_010383,Wallet,Android,Tier 2,4G,22,3139.37,high,0,1
TXN_010384,Card,Android,Tier 2,4G,16,2361.26,high,1,1
TXN_010385,Netbanking,Android,Tier 2,4G,15,1452.51,med,0,1
TXN_010386,UPI,iOS,Tier 2,5G,5,8029.71,high,0,1
TXN_010387,UPI,Android,Tier 3,4G,17,92.89,low,2,1
TXN_010388,Netbanking,Desktop,Tier 3,5G,13,511.32,med,0,1
TXN_010389,Netbanking,Android,Tier 3,4G,19,176.54,low,0,1
TXN_010390,PayLater,Android,Tier 3,5G,7,8390.02,high,0,0
TXN_010391,UPI,Desktop,Tier 2,4G,18,4145.61,high,0,0
TXN_010392,UPI,Android,Tier 2,3G,8,1174.45,med,2,0
TXN_010393,Netbanking,iOS,Tier 1,4G,20,1162.81,med,0,1
TXN_010394,UPI,iOS,Tier 1,5G,21,231.51,low,2,1
TXN_010395,Wallet,Android,Tier 1,5G,17,1117.75,med,0,1
TXN_010396,Netbanking,Android,Tier 1,4G,0,212.99,low,0,0
TXN_010397,UPI,Android,Tier 2,4G,20,7183.27,high,0,1
TXN_010398,Netbanking,Android,Tier 1,5G,16,1995.26,med,0,1
TXN_010399,Netbanking,Android,Tier 3,5G,3,4355.36,high,0,1
TXN_010400,UPI,iOS,Tier 3,4G,15,235.14,low,0,1
TXN_010401,Wallet,Android,Tier 1,4G,23,1294.65,med,0,1
TXN_010402,UPI,Android,Tier 1,4G,11,221.48,low,2,1
TXN_010403,Netbanking,Android,Tier 3,4G,12,380.72,low,0,1
TXN_010404,UPI,Desktop,Tier 3,4G,1,4894.7,high,0,1
TXN_010405,Wallet,Android,Tier 3,Wifi,21,760.25,med,3,1
TXN_010406,UPI,Android,Tier 3,4G,11,533.85,med,2,0
TXN_010407,UPI,Android,Tier 3,4G,9,1509.81,med,1,1
TXN_010408,Wallet,Desktop,Tier 2,5G,14,9097.08,high,0,1
TXN_010409,UPI,Desktop,Tier 1,Wifi,4,1708.19,med,0,1
TXN_010410,UPI,Android,Tier 2,4G,0,2396.11,high,0,1
TXN_010411,PayLater,iOS,Tier 1,4G,7,699.06,med,0,1
TXN_010412,PayLater,Android,Tier 3,4G,20,743.73,med,0,0
TXN_010413,Card,Desktop,Tier 2,4G,17,60.87,low,0,0
TXN_010414,Card,Android,Tier 3,4G,5,137.44,low,0,1
TXN_010415,UPI,Android,Tier 1,4G,22,8462.44,high,2,1
TXN_010416,UPI,Android,Tier 2,4G,0,1688.12,med,0,1
TXN_010417,UPI,Android,Tier 2,Wifi,13,2043.55,high,0,1
TXN_010418,Card,iOS,Tier 3,4G,9,557.37,med,1,1
TXN_010419,Netbanking,Android,Tier 1,4G,3,981.45,med,1,0
TXN_010420,Netbanking,Desktop,Tier 3,3G,17,1805.79,med,0,1
TXN_010421,Netbanking,Android,Tier 3,5G,22,4635.64,high,0,0
TXN_010422,UPI,Android,Tier 2,4G,18,3685.35,high,0,1
TXN_010423,UPI,Android,Tier 3,4G,7,832.75,med,0,1
TXN_010424,UPI,Android,Tier 2,3G,11,2376.09,high,0,1
TXN_010425,UPI,iOS,Tier 1,4G,9,1017.05,med,1,1
TXN_010426,UPI,Android,Tier 1,5G,12,1582.65,med,0,1
TXN_010427,Wallet,Android,Tier 3,Wifi,6,3526.77,high,2,0
TXN_010428,UPI,Android,Tier 2,4G,23,2458.51,high,0,1
TXN_010429,UPI,Android,Tier 1,5G,16,526.9,med,0,1
TXN_010430,UPI,Desktop,Tier 2,3G,11,1976.73,med,1,0
TXN_010431,Netbanking,Android,Tier 2,5G,5,9710.99,high,0,0
TXN_010432,Card,iOS,Tier 1,4G,22,150.34,low,0,1
TXN_010433,UPI,Android,Tier 2,Wifi,6,901.34,med,0,1
TXN_010434,UPI,Android,Tier 1,5G,12,271.11,low,0,1
TXN_010435,Card,Desktop,Tier 1,5G,13,1057.25,med,0,0
TXN_010436,UPI,Android,Tier 2,5G,22,2222.99,high,0,1
TXN_010437,Netbanking,Android,Tier 2,4G,22,429.35,low,0,0
TXN_010438,Card,Android,Tier 1,4G,12,295.18,low,0,1
TXN_010439,UPI,Android,Tier 2,4G,5,5850.2,high,3,1
TXN_010440,UPI,iOS,Tier 1,4G,18,1491.29,med,0,1
TXN_010441,PayLater,Android,Tier 1,4G,12,3162.83,high,1,1
TXN_010442,UPI,Desktop,Tier 1,4G,21,2578.52,high,0,1
TXN_010443,UPI,Android,Tier 1,4G,8,312.7,low,0,1
TXN_010444,Netbanking,Android,Tier 1,Wifi,10,3073.74,high,1,1
TXN_010445,Wallet,Android,Tier 3,5G,9,468.4,low,0,1
TXN_010446,PayLater,Android,Tier 2,5G,2,389.01,low,0,1
TXN_010447,Netbanking,Desktop,Tier 1,4G,18,3071.76,high,0,1
TXN_010448,UPI,Android,Tier 1,4G,6,161.94,low,0,1
TXN_010449,UPI,Android,Tier 1,4G,22,237.67,low,1,1
TXN_010450,Netbanking,iOS,Tier 3,5G,4,507.93,med,1,1
TXN_010451,Card,iOS,Tier 1,Wifi,23,120.67,low,1,0
TXN_010452,UPI,Android,Tier 1,4G,23,975.38,med,0,1
TXN_010453,Wallet,iOS,Tier 2,5G,14,477.04,low,0,1
TXN_010454,UPI,Android,Tier 2,5G,1,1235.29,med,4,1
TXN_010455,UPI,Android,Tier 1,5G,10,8634.63,high,0,1
TXN_010456,UPI,Android,Tier 2,4G,5,209.92,low,0,1
TXN_010457,UPI,Android,Tier 1,5G,4,166.92,low,1,1
TXN_010458,UPI,Android,Tier 1,5G,19,521.42,med,0,1
TXN_010459,UPI,Android,Tier 2,4G,6,326.61,low,0,1
TXN_010460,UPI,Android,Tier 2,4G,3,892.07,med,0,1
TXN_010461,Card,iOS,Tier 2,4G,4,6292.54,high,0,1
TXN_010462,Card,Desktop,Tier 1,4G,23,7718.47,high,0,0
TXN_010463,Card,iOS,Tier 2,4G,4,485.7,low,0,0
TXN_010464,PayLater,Android,Tier 1,4G,9,291.99,low,0,1
TXN_010465,UPI,Android,Tier 2,4G,17,299.75,low,0,0
TXN_010466,UPI,Android,Tier 2,4G,1,1371.4,med,2,1
TXN_010467,Netbanking,Android,Tier 1,4G,14,858.35,med,1,0
TXN_010468,UPI,Android,Tier 2,5G,8,986.39,med,1,1
TXN_010469,PayLater,Android,Tier 2,Wifi,1,471.39,low,1,0
TXN_010470,UPI,Android,Tier 1,4G,2,1097.36,med,0,1
TXN_010471,PayLater,Android,Tier 3,4G,21,9342.65,high,0,1
TXN_010472,UPI,Android,Tier 3,Wifi,19,4277.89,high,0,1
TXN_010473,Wallet,Android,Tier 1,5G,23,15523.79,ultra_high,0,0
TXN_010474,UPI,Android,Tier 3,4G,23,1021.36,med,4,1
TXN_010475,PayLater,Android,Tier 2,5G,1,217.89,low,0,1
TXN_010476,UPI,Android,Tier 2,4G,1,71.69,low,3,1
TXN_010477,Card,Android,Tier 3,5G,18,1863.78,med,0,1
TXN_010478,PayLater,Android,Tier 2,3G,13,160.54,low,0,1
TXN_010479,UPI,Android,Tier 1,4G,17,7334.19,high,1,1
TXN_010480,Card,iOS,Tier 3,Wifi,20,912.41,med,0,1
TXN_010481,Card,iOS,Tier 1,4G,0,645.7,med,0,1
TXN_010482,UPI,Android,Tier 1,5G,6,868.51,med,0,1
TXN_010483,Card,Android,Tier 1,4G,7,1209.6,med,0,1
TXN_010484,Card,iOS,Tier 3,Wifi,11,2736.12,high,1,1
TXN_010485,Wallet,Android,Tier 3,4G,3,819.77,med,0,1
TXN_010486,UPI,Android,Tier 1,5G,22,1102.46,med,2,0
TXN_010487,UPI,Android,Tier 3,5G,6,1704.59,med,0,1
TXN_010488,PayLater,Android,Tier 1,4G,17,1145.96,med,0,1
TXN_010489,Wallet,iOS,Tier 3,4G,17,144.5,low,0,1
TXN_010490,UPI,iOS,Tier 2,4G,9,496.04,low,1,1
TXN_010491,Card,Android,Tier 1,5G,9,3372.95,high,1,1
TXN_010492,UPI,Android,Tier 1,Wifi,5,7195.71,high,0,1
TXN_010493,UPI,Android,Tier 1,4G,23,6199.64,high,1,1
TXN_010494,UPI,Android,Tier 1,5G,11,1772.95,med,0,1
TXN_010495,UPI,Desktop,Tier 2,4G,9,547.3,med,0,1
TXN_010496,Card,Android,Tier 1,4G,12,4705.88,high,1,1
TXN_010497,UPI,Android,Tier 3,4G,11,601.71,med,1,1
TXN_010498,PayLater,iOS,Tier 2,5G,18,510.34,med,0,1
TXN_010499,PayLater,iOS,Tier 2,3G,0,1540.42,med,0,1
TXN_010500,Card,iOS,Tier 1,Wifi,0,49.38,low,1,1
TXN_010501,UPI,Android,Tier 3,4G,10,938.89,med,0,1
TXN_010502,UPI,Android,Tier 2,5G,17,967.43,med,1,1
TXN_010503,Netbanking,Android,Tier 3,4G,21,759.1,med,0,0
TXN_010504,Card,Android,Tier 3,4G,1,748.2,med,0,0
TXN_010505,UPI,Desktop,Tier 1,4G,5,5421.06,high,0,1
TXN_010506,Wallet,Android,Tier 1,4G,15,127.79,low,0,1
TXN_010507,Netbanking,Desktop,Tier 3,5G,0,1515.65,med,0,0
TXN_010508,Wallet,Android,Tier 3,4G,8,1936.35,med,0,0
TXN_010509,Card,iOS,Tier 2,Wifi,14,6414.64,high,0,1
TXN_010510,Card,Android,Tier 1,4G,15,1339.93,med,0,1
TXN_010511,UPI,Desktop,Tier 2,4G,13,1672.13,med,0,1
TXN_010512,Wallet,Android,Tier 1,4G,6,884.58,med,0,1
TXN_010513,Netbanking,Android,Tier 1,4G,0,1312.08,med,0,1
TXN_010514,UPI,iOS,Tier 2,3G,15,911.89,med,0,1
TXN_010515,UPI,Android,Tier 1,4G,8,213.83,low,0,1
TXN_010516,UPI,Android,Tier 2,Wifi,10,1284.19,med,3,1
TXN_010517,Netbanking,Desktop,Tier 3,4G,9,1206.36,med,1,1
TXN_010518,PayLater,Android,Tier 3,4G,10,447.7,low,0,0
TXN_010519,UPI,Android,Tier 3,4G,5,1223.11,med,0,1
TXN_010520,Card,Android,Tier 3,Wifi,1,4226.19,high,0,1
TXN_010521,UPI,iOS,Tier 1,4G,17,624.42,med,2,1
TXN_010522,PayLater,Android,Tier 3,3G,11,7160.57,high,1,1
TXN_010523,Netbanking,Android,Tier 3,4G,13,5373.79,high,0,1
TXN_010524,Netbanking,Android,Tier 3,4G,7,364.56,low,0,1
TXN_010525,UPI,Android,Tier 2,5G,3,464.09,low,0,1
TXN_010526,UPI,Android,Tier 1,4G,17,726.25,med,0,1
TXN_010527,UPI,Android,Tier 1,4G,20,194.87,low,0,1
TXN_010528,UPI,Android,Tier 1,Wifi,12,294.24,low,0,1
TXN_010529,Netbanking,Android,Tier 3,4G,22,64.6,low,0,1
TXN_010530,Netbanking,Android,Tier 2,5G,13,1936.74,med,0,1
TXN_010531,PayLater,Android,Tier 3,4G,19,2181.65,high,2,0
TXN_010532,PayLater,Android,Tier 2,4G,14,138.19,low,0,1
TXN_010533,Card,Android,Tier 2,4G,19,145.08,low,0,1
TXN_010534,Netbanking,Android,Tier 1,5G,23,826.03,med,0,0
TXN_010535,Wallet,Android,Tier 1,5G,18,992.86,med,0,1
TXN_010536,Netbanking,Android,Tier 2,5G,13,4063.06,high,2,1
TXN_010537,UPI,iOS,Tier 2,Wifi,11,396.17,low,0,1
TXN_010538,UPI,Android,Tier 1,4G,21,403.51,low,0,1
TXN_010539,UPI,Android,Tier 2,4G,14,1028.3,med,0,1
TXN_010540,PayLater,Android,Tier 1,4G,5,3734.43,high,0,0
TXN_010541,Card,Android,Tier 3,5G,18,5514.24,high,0,1
TXN_010542,UPI,Desktop,Tier 1,5G,1,286.87,low,0,1
TXN_010543,Card,Android,Tier 2,4G,5,3407.12,high,1,0
TXN_010544,Card,Android,Tier 1,4G,22,311.39,low,3,0
TXN_010545,UPI,Android,Tier 3,5G,22,103.47,low,0,1
TXN_010546,UPI,Android,Tier 2,Wifi,10,1169.0,med,0,1
TXN_010547,Card,Android,Tier 2,5G,0,4061.55,high,0,1
TXN_010548,UPI,Android,Tier 3,4G,21,685.88,med,1,1
TXN_010549,Netbanking,iOS,Tier 1,5G,8,3366.55,high,0,1
TXN_010550,UPI,Android,Tier 1,5G,12,349.42,low,0,1
TXN_010551,Netbanking,Android,Tier 2,4G,8,1064.19,med,0,0
TXN_010552,Card,Android,Tier 2,5G,14,2693.65,high,4,1
TXN_010553,Card,Android,Tier 1,4G,17,1350.4,med,1,1
TXN_010554,Wallet,Android,Tier 2,4G,3,749.54,med,0,1
TXN_010555,UPI,Android,Tier 1,3G,21,449.29,low,0,0
TXN_010556,UPI,Android,Tier 1,Wifi,3,658.42,med,2,1
TXN_010557,UPI,Android,Tier 2,4G,11,3165.35,high,0,1
TXN_010558,Netbanking,iOS,Tier 3,4G,8,768.91,med,0,1
TXN_010559,Card,Android,Tier 2,5G,17,120.43,low,0,1
TXN_010560,Card,iOS,Tier 2,4G,5,1227.66,med,0,0
TXN_010561,UPI,Android,Tier 3,4G,16,881.36,med,0,0
TXN_010562,UPI,Android,Tier 1,4G,16,1426.36,med,0,1
TXN_010563,UPI,Desktop,Tier 2,5G,12,774.91,med,1,1
TXN_010564,UPI,Android,Tier 3,4G,11,791.63,med,0,1
TXN_010565,Card,iOS,Tier 1,5G,13,2508.72,high,0,1
TXN_010566,UPI,iOS,Tier 1,4G,7,13624.08,ultra_high,0,1
TXN_010567,UPI,Android,Tier 3,Wifi,14,730.13,med,0,1
TXN_010568,Wallet,Android,Tier 3,Wifi,8,2945.59,high,0,1
TXN_010569,UPI,Android,Tier 1,5G,0,176.15,low,0,1
TXN_010570,UPI,Desktop,Tier 1,4G,16,821.42,med,2,1
TXN_010571,Netbanking,iOS,Tier 1,4G,9,647.69,med,0,1
TXN_010572,UPI,Android,Tier 1,5G,22,215.3,low,0,1
TXN_010573,Card,Android,Tier 2,Wifi,4,1645.43,med,0,0
TXN_010574,Netbanking,Android,Tier 2,4G,10,2860.02,high,3,0
TXN_010575,Wallet,Android,Tier 3,4G,2,1649.31,med,1,1
TXN_010576,UPI,Android,Tier 1,4G,1,1013.44,med,1,1
TXN_010577,Wallet,Android,Tier 3,4G,21,523.74,med,0,1
TXN_010578,UPI,Android,Tier 1,4G,3,4841.19,high,0,1
TXN_010579,UPI,Android,Tier 1,Wifi,20,1453.3,med,0,1
TXN_010580,UPI,iOS,Tier 2,4G,1,538.76,med,1,1
TXN_010581,PayLater,Desktop,Tier 1,4G,0,8290.28,high,0,1
TXN_010582,UPI,iOS,Tier 1,Wifi,8,39.6,low,2,0
TXN_010583,UPI,iOS,Tier 3,4G,2,953.62,med,0,1
TXN_010584,Card,Android,Tier 1,Wifi,5,1235.39,med,1,1
TXN_010585,UPI,Android,Tier 2,4G,13,11493.79,ultra_high,0,1
TXN_010586,UPI,Android,Tier 1,Wifi,0,712.33,med,2,1
TXN_010587,UPI,iOS,Tier 1,4G,11,448.5,low,0,1
TXN_010588,UPI,Desktop,Tier 2,3G,20,1591.39,med,0,1
TXN_010589,UPI,Android,Tier 3,4G,15,31.63,low,0,0
TXN_010590,UPI,iOS,Tier 2,4G,19,99.03,low,0,1
TXN_010591,Card,Android,Tier 2,4G,18,93.73,low,3,0
TXN_010592,UPI,Android,Tier 3,4G,17,737.78,med,0,1
TXN_010593,UPI,Android,Tier 3,4G,13,1449.64,med,0,1
TXN_010594,Wallet,Android,Tier 1,3G,2,4071.11,high,0,1
TXN_010595,UPI,Android,Tier 2,4G,13,1581.41,med,2,0
TXN_010596,Card,Android,Tier 2,5G,16,584.94,med,0,1
TXN_010597,UPI,Android,Tier 2,4G,12,874.96,med,0,1
TXN_010598,UPI,Android,Tier 2,Wifi,0,1689.82,med,4,1
TXN_010599,UPI,Android,Tier 1,5G,7,2017.6,high,1,1
TXN_010600,UPI,Android,Tier 2,3G,20,530.07,med,1,1
TXN_010601,UPI,Android,Tier 2,4G,1,2072.22,high,1,1
TXN_010602,UPI,Android,Tier 2,4G,18,729.22,med,0,1
TXN_010603,UPI,Android,Tier 3,4G,14,364.29,low,0,1
TXN_010604,UPI,iOS,Tier 3,5G,13,845.36,med,0,1
TXN_010605,UPI,Android,Tier 2,5G,13,3242.09,high,0,0
TXN_010606,UPI,Android,Tier 2,5G,17,290.15,low,0,1
TXN_010607,UPI,iOS,Tier 2,4G,14,357.87,low,0,1
TXN_010608,UPI,iOS,Tier 2,5G,9,1047.44,med,0,0
TXN_010609,Card,iOS,Tier 3,Wifi,17,3101.58,high,0,0
TXN_010610,UPI,Android,Tier 2,4G,19,442.75,low,1,1
TXN_010611,Netbanking,Android,Tier 1,4G,3,2941.85,high,0,0
TXN_010612,Card,Android,Tier 2,5G,6,2813.18,high,1,0
TXN_010613,UPI,Android,Tier 2,4G,1,1277.93,med,1,1
TXN_010614,Wallet,Desktop,Tier 2,5G,8,3732.57,high,0,1
TXN_010615,Wallet,Android,Tier 2,5G,22,479.34,low,0,1
TXN_010616,UPI,Android,Tier 1,3G,3,5473.53,high,0,1
TXN_010617,UPI,Android,Tier 1,Wifi,11,5385.41,high,0,1
TXN_010618,Netbanking,Android,Tier 1,5G,22,5010.91,high,0,1
TXN_010619,Card,Android,Tier 2,4G,9,1947.59,med,0,1
TXN_010620,UPI,iOS,Tier 1,4G,10,197.94,low,0,0
TXN_010621,UPI,iOS,Tier 3,Wifi,0,1983.1,med,0,1
TXN_010622,UPI,Desktop,Tier 1,5G,12,4932.69,high,0,1
TXN_010623,UPI,Android,Tier 3,Wifi,6,39.36,low,0,1
TXN_010624,Card,Android,Tier 1,4G,5,1581.21,med,2,1
TXN_010625,UPI,Android,Tier 1,4G,8,1468.07,med,4,1
TXN_010626,UPI,Android,Tier 2,4G,23,408.92,low,1,1
TXN_010627,Card,Desktop,Tier 1,4G,17,90.28,low,1,0
TXN_010628,UPI,Android,Tier 3,Wifi,2,522.12,med,0,1
TXN_010629,UPI,iOS,Tier 1,5G,12,1636.07,med,0,1
TXN_010630,Card,Android,Tier 2,4G,2,425.6,low,0,1
TXN_010631,Wallet,Android,Tier 3,5G,12,5770.07,high,1,1
TXN_010632,UPI,Android,Tier 1,Wifi,5,928.79,med,0,1
TXN_010633,UPI,Android,Tier 1,5G,17,1055.89,med,0,1
TXN_010634,UPI,Android,Tier 1,5G,1,651.54,med,1,1
TXN_010635,UPI,Android,Tier 2,4G,19,636.56,med,3,1
TXN_010636,UPI,iOS,Tier 1,Wifi,16,667.18,med,0,1
TXN_010637,UPI,iOS,Tier 2,4G,0,867.48,med,0,1
TXN_010638,UPI,Android,Tier 3,Wifi,16,625.86,med,0,1
TXN_010639,UPI,iOS,Tier 3,Wifi,4,453.47,low,0,1
TXN_010640,UPI,Android,Tier 1,Wifi,8,2013.37,high,3,1
TXN_010641,UPI,Android,Tier 1,3G,3,780.73,med,1,1
TXN_010642,UPI,iOS,Tier 1,5G,13,2836.17,high,0,1
TXN_010643,UPI,Desktop,Tier 2,4G,7,1012.8,med,0,1
TXN_010644,UPI,Android,Tier 1,4G,22,345.42,low,1,1
TXN_010645,Wallet,Android,Tier 3,4G,12,216.92,low,3,1
TXN_010646,Card,Android,Tier 2,4G,5,872.72,med,0,1
TXN_010647,Card,Android,Tier 1,4G,13,3138.63,high,0,1
TXN_010648,Netbanking,Android,Tier 2,5G,8,5647.61,high,0,1
TXN_010649,UPI,Desktop,Tier 1,4G,16,8393.7,high,0,0
TXN_010650,UPI,Android,Tier 1,4G,6,3292.9,high,1,1
TXN_010651,UPI,Android,Tier 1,Wifi,8,7508.71,high,1,1
TXN_010652,Card,Android,Tier 1,5G,14,337.75,low,0,0
TXN_010653,Card,Android,Tier 2,Wifi,9,1538.79,med,0,1
TXN_010654,UPI,Android,Tier 2,4G,13,355.32,low,4,1
TXN_010655,UPI,Android,Tier 1,5G,15,1569.96,med,0,1
TXN_010656,UPI,iOS,Tier 3,4G,1,2976.04,high,1,1
TXN_010657,UPI,Android,Tier 2,4G,3,504.14,med,0,1
TXN_010658,Card,Android,Tier 1,5G,20,1449.86,med,0,1
TXN_010659,Card,iOS,Tier 1,4G,14,1002.81,med,0,1
TXN_010660,UPI,Android,Tier 2,4G,10,1235.27,med,1,1
TXN_010661,PayLater,Android,Tier 3,5G,20,744.09,med,0,1
TXN_010662,Card,Android,Tier 2,5G,10,183.69,low,0,1
TXN_010663,UPI,Android,Tier 3,5G,22,5025.07,high,1,1
TXN_010664,UPI,Android,Tier 2,4G,23,1537.34,med,1,1
TXN_010665,UPI,Android,Tier 2,4G,12,1907.87,med,0,1
TXN_010666,UPI,iOS,Tier 2,4G,15,4779.07,high,0,1
TXN_010667,UPI,iOS,Tier 2,Wifi,8,2985.48,high,0,1
TXN_010668,UPI,Android,Tier 1,Wifi,20,143.11,low,0,1
TXN_010669,UPI,Android,Tier 3,4G,1,3813.69,high,1,0
TXN_010670,UPI,Android,Tier 1,4G,1,1257.72,med,2,1
TXN_010671,Wallet,Android,Tier 2,5G,4,1065.05,med,0,1
TXN_010672,UPI,Android,Tier 2,4G,4,1778.1,med,3,1
TXN_010673,UPI,Android,Tier 2,Wifi,4,1428.64,med,0,1
TXN_010674,UPI,Android,Tier 1,5G,13,385.7,low,0,1
TXN_010675,PayLater,iOS,Tier 2,4G,5,205.71,low,0,1
TXN_010676,UPI,Android,Tier 2,4G,15,20.0,low,4,1
TXN_010677,UPI,iOS,Tier 2,Wifi,15,2584.96,high,0,1
TXN_010678,PayLater,iOS,Tier 2,4G,7,12065.94,ultra_high,0,1
TXN_010679,Netbanking,Android,Tier 2,5G,4,478.79,low,0,0
TXN_010680,Netbanking,iOS,Tier 1,4G,12,3388.98,high,3,0
TXN_010681,UPI,iOS,Tier 3,4G,2,311.98,low,2,1
TXN_010682,UPI,Android,Tier 3,5G,8,492.13,low,0,1
TXN_010683,Card,Android,Tier 1,4G,3,4070.83,high,0,1
TXN_010684,Wallet,Android,Tier 1,4G,7,357.79,low,1,1
TXN_010685,Card,Desktop,Tier 1,4G,15,560.05,med,2,1
TXN_010686,Card,Android,Tier 2,5G,10,583.05,med,1,1
TXN_010687,UPI,Android,Tier 3,5G,22,676.49,med,2,1
TXN_010688,Netbanking,Android,Tier 2,4G,18,3238.54,high,0,1
TXN_010689,UPI,Android,Tier 3,5G,9,215.13,low,1,1
TXN_010690,UPI,Android,Tier 1,4G,21,567.56,med,2,1
TXN_010691,UPI,iOS,Tier 2,4G,6,346.42,low,2,0
TXN_010692,UPI,Android,Tier 1,5G,11,79.49,low,0,1
TXN_010693,UPI,iOS,Tier 1,5G,22,1341.56,med,1,1
TXN_010694,UPI,iOS,Tier 2,4G,7,749.55,med,1,1
TXN_010695,Card,Android,Tier 1,4G,9,27.58,low,1,1
TXN_010696,UPI,Android,Tier 2,4G,4,1756.85,med,0,1
TXN_010697,Card,iOS,Tier 2,Wifi,4,1537.73,med,0,1
TXN_010698,UPI,Desktop,Tier 3,4G,12,494.95,low,0,1
TXN_010699,UPI,Android,Tier 1,4G,1,220.96,low,1,1
TXN_010700,UPI,Android,Tier 3,4G,11,873.7,med,0,1
TXN_010701,UPI,Android,Tier 3,4G,10,24432.45,ultra_high,0,1
TXN_010702,UPI,iOS,Tier 3,Wifi,1,680.22,med,0,1
TXN_010703,UPI,iOS,Tier 2,4G,14,423.58,low,1,1
TXN_010704,UPI,Android,Tier 2,5G,19,532.1,med,0,1
TXN_010705,PayLater,iOS,Tier 2,4G,6,160.28,low,1,1
TXN_010706,UPI,Android,Tier 2,4G,7,4110.04,high,0,1
TXN_010707,Netbanking,iOS,Tier 2,4G,2,254.32,low,2,0
TXN_010708,UPI,Android,Tier 2,4G,16,159.92,low,2,1
TXN_010709,Card,Android,Tier 3,4G,19,465.04,low,1,0
TXN_010710,Netbanking,Android,Tier 2,5G,5,5086.58,high,0,0
TXN_010711,Card,Android,Tier 1,5G,21,2240.85,high,0,1
TXN_010712,UPI,Android,Tier 2,4G,14,631.77,med,0,1
TXN_010713,UPI,Android,Tier 1,4G,12,516.22,med,0,1
TXN_010714,UPI,Android,Tier 1,4G,22,432.26,low,1,1
TXN_010715,Wallet,Android,Tier 1,5G,12,440.5,low,0,1
TXN_010716,Netbanking,Android,Tier 1,Wifi,11,641.9,med,0,1
TXN_010717,PayLater,iOS,Tier 3,3G,13,2903.98,high,0,0
TXN_010718,UPI,Android,Tier 2,5G,8,326.7,low,1,1
TXN_010719,Card,Android,Tier 1,4G,9,10002.04,ultra_high,0,1
TXN_010720,Wallet,Android,Tier 2,5G,4,3508.63,high,0,1
TXN_010721,UPI,Android,Tier 1,4G,20,12155.2,ultra_high,0,1
TXN_010722,UPI,Desktop,Tier 2,5G,4,121.52,low,0,1
TXN_010723,Card,Desktop,Tier 2,4G,20,494.7,low,0,1
TXN_010724,Card,Android,Tier 3,4G,19,1336.63,med,0,1
TXN_010725,Netbanking,Desktop,Tier 1,4G,5,954.65,med,0,1
TXN_010726,UPI,iOS,Tier 2,4G,11,2361.77,high,0,1
TXN_010727,Netbanking,iOS,Tier 3,5G,16,1791.85,med,1,0
TXN_010728,UPI,Android,Tier 3,Wifi,15,255.2,low,1,1
TXN_010729,UPI,Android,Tier 1,Wifi,17,390.96,low,0,1
TXN_010730,UPI,Android,Tier 2,3G,21,801.79,med,0,0
TXN_010731,Netbanking,Android,Tier 1,4G,5,140.5,low,0,0
TXN_010732,Card,Android,Tier 2,4G,9,574.83,med,0,1
TXN_010733,UPI,Android,Tier 1,5G,19,1577.53,med,0,1
TXN_010734,UPI,Android,Tier 3,Wifi,20,4364.87,high,0,1
TXN_010735,Wallet,Android,Tier 1,4G,8,1287.04,med,0,1
TXN_010736,UPI,Android,Tier 2,4G,1,36.05,low,0,1
TXN_010737,Netbanking,Android,Tier 2,4G,2,910.31,med,1,1
TXN_010738,UPI,Desktop,Tier 3,3G,9,3348.33,high,0,1
TXN_010739,UPI,iOS,Tier 2,Wifi,7,120.19,low,0,1
TXN_010740,UPI,Android,Tier 1,4G,8,761.03,med,4,1
TXN_010741,UPI,Android,Tier 1,Wifi,20,3269.48,high,1,1
TXN_010742,Card,Android,Tier 1,4G,18,817.23,med,0,1
TXN_010743,UPI,Android,Tier 2,4G,0,650.39,med,0,1
TXN_010744,UPI,iOS,Tier 2,5G,1,4421.69,high,0,1
TXN_010745,Wallet,Android,Tier 2,4G,19,819.14,med,0,1
TXN_010746,UPI,Android,Tier 1,4G,3,792.35,med,2,0
TXN_010747,UPI,iOS,Tier 2,Wifi,15,742.15,med,0,1
TXN_010748,Wallet,Android,Tier 2,5G,20,3763.19,high,1,0
TXN_010749,Card,Android,Tier 3,3G,11,937.9,med,2,0
TXN_010750,UPI,Android,Tier 2,4G,1,723.23,med,0,1
TXN_010751,Wallet,Android,Tier 1,4G,14,634.22,med,0,1
TXN_010752,Card,Android,Tier 1,4G,17,85.9,low,0,1
TXN_010753,UPI,Android,Tier 1,Wifi,15,1614.28,med,1,1
TXN_010754,UPI,Android,Tier 2,4G,20,876.62,med,0,1
TXN_010755,Netbanking,iOS,Tier 2,4G,11,1148.43,med,2,1
TXN_010756,Card,Android,Tier 1,4G,17,325.55,low,4,0
TXN_010757,UPI,iOS,Tier 1,5G,13,219.94,low,0,1
TXN_010758,Wallet,Android,Tier 1,4G,20,399.27,low,0,1
TXN_010759,Netbanking,Android,Tier 3,4G,11,95.81,low,0,1
TXN_010760,UPI,Android,Tier 1,4G,4,417.15,low,0,0
TXN_010761,UPI,Android,Tier 1,4G,22,21399.47,ultra_high,0,1
TXN_010762,UPI,Android,Tier 1,4G,3,1690.37,med,0,1
